1700,Arx Fatalis,0,3.75,False,2007,False,Yes,No,No
1900,Earth 2160,0,3.75,False,2006,False,Yes,Yes,Yes
1930,Two Worlds Epic Edition,17,6.88,False,2009,False,Yes,Yes,Yes
2100,Dark Messiah of Might & Magic,17,8.0,False,2006,False,Yes,No,No
2200,Quake III Arena,0,10.75,False,2007,False,Yes,No,No
2210,Quake 4,17,10.75,False,2011,False,Yes,No,No
2270,Wolfenstein 3D,0,3.75,False,2007,False,Yes,No,No
2280,DOOM (1993),0,3.75,False,2007,False,Yes,No,No
2300,DOOM II,0,3.75,False,2007,False,Yes,No,No
2310,Quake,17,7.88,False,2007,False,Yes,No,No
2320,Quake II,17,4.12,False,2007,False,Yes,No,No
2360,HeXen: Beyond Heretic,17,3.75,False,2007,False,Yes,No,No
2370,HeXen: Deathkings of the Dark Citadel,0,3.75,False,2007,False,Yes,No,No
2390,Heretic: Shadow of the Serpent Riders,0,3.75,False,2007,False,Yes,No,No
2400,The Ship: Murder Party,0,6.88,False,2006,False,Yes,No,No
2420,The Ship: Single Player,0,0.0,False,2006,False,Yes,No,No
2450,Bloody Good Time,0,4.0,False,2010,False,Yes,No,No
2500,Shadowgrounds,17,5.0,False,2006,False,Yes,Yes,No
2520,Gumboy - Crazy Adventures™,0,3.75,False,2006,False,Yes,No,No
2540,RIP - Trilogy™,0,3.75,False,2007,False,Yes,No,No
2570,Vigil: Blood Bitterness™,0,0.0,False,2007,False,Yes,No,No
2590,Alpha Prime,17,4.38,False,2007,False,Yes,No,No
2600,Vampire: The Masquerade - Bloodlines,17,18.62,False,2007,False,Yes,No,No
2610,GUN™,17,18.62,False,2006,False,Yes,No,No
2620,Call of Duty®,0,18.62,False,2006,False,Yes,No,No
2630,Call of Duty® 2,0,18.62,False,2006,False,Yes,Yes,No
2640,Call of Duty: United Offensive,0,18.62,False,2006,False,Yes,No,No
2700,RollerCoaster Tycoon® 3: Platinum,0,0.0,False,2008,False,Yes,No,No
2710,Act of War: Direct Action,0,2.25,False,2008,False,Yes,No,No
2720,ThreadSpace: Hyperbol,0,3.0,False,2007,False,Yes,No,No
2780,ARMA: Combat Operations,0,6.25,False,2008,False,Yes,No,No
2800,X2: The Threat,0,3.75,False,2006,False,Yes,No,No
2810,X3: Reunion,0,6.88,False,2006,False,Yes,Yes,Yes
2820,X3: Terran Conflict,0,10.0,False,2008,False,Yes,Yes,Yes
2840,X: Beyond the Frontier,0,3.75,False,2010,False,Yes,No,No
2850,X: Tension,0,3.75,False,2010,False,Yes,No,No
2870,X Rebirth,0,18.12,False,2013,False,Yes,Yes,Yes
2900,688(I) Hunter/Killer,0,6.88,False,2006,False,Yes,No,No
2910,Fleet Command,0,6.88,False,2006,False,Yes,No,No
2920,Sub Command,0,6.88,False,2006,False,Yes,No,No
2990,FlatOut 2™,0,22.88,False,2006,False,Yes,No,No
3010,Xpand Rally,0,4.99,False,2006,False,Yes,No,No
3020,Call of Juarez,17,9.36,False,2007,False,Yes,No,No
3050,Xpand Rally Xtreme,0,4.99,False,2008,False,Yes,No,No
3130,Men of War: Red Tide,0,3.0,False,2009,False,Yes,No,No
3170,King's Bounty: Armored Princess,0,6.88,False,2009,False,Yes,Yes,No
3230,Genesis Rising,0,3.75,False,2007,False,Yes,No,No
3260,Safecracker: The Ultimate Puzzle Adventure,0,3.75,False,2007,False,Yes,No,No
3270,Painkiller Overdose,17,3.75,False,2007,False,Yes,No,No
3300,Bejeweled 2 Deluxe,0,3.75,False,2006,False,Yes,Yes,No
3310,Chuzzle Deluxe,0,3.75,False,2006,False,Yes,Yes,No
3320,Insaniquarium Deluxe,0,3.75,False,2006,False,Yes,No,No
3330,Zuma Deluxe,0,3.75,False,2006,False,Yes,Yes,No
3340,AstroPop Deluxe,0,3.75,False,2006,False,Yes,No,No
3350,Bejeweled Deluxe,0,3.75,False,2006,False,Yes,No,No
3360,Big Money! Deluxe,0,3.75,False,2006,False,Yes,No,No
3380,Dynomite Deluxe,0,3.75,False,2006,False,Yes,No,No
3390,Feeding Frenzy 2 Deluxe,0,3.75,False,2006,False,Yes,No,No
